file,rt60_s,edt_s,r2,c50_db,c80_db,snr_db,quality,method,mode,capped,spl_leq_db,spl_lmax_db,spl_l10_db,spl_l90_db
air_booth_0_0_1.wav,0.12682735847772156,0.0210362244704122,0.9864634408999718,23.97810518485374,33.88055928897492,0.43056603352461853,CHECK,REG,ML Test · Phone-safe,False,37.26044464111328,,,
air_booth_0_0_2.wav,0.13863606406810933,0.053365856691777784,0.9964272989118943,24.197778492420632,34.96456643889067,1.0534307542340824,CHECK,REG,ML Test · Phone-safe,False,39.77654266357422,,,
air_booth_0_0_3.wav,0.14268569599867556,0.08197254252553944,0.9963026456211711,23.77309557212635,35.62237926107403,4.86701935487416,CHECK,REG,ML Test · Phone-safe,False,45.12299728393555,,,
air_booth_0_1_1.wav,0.1236963032443582,0.020926012214088317,0.9907456031579341,24.99059527572185,35.444874138085,0.13167360682464396,CHECK,REG,ML Test · Phone-safe,False,37.92066955566406,,,
air_booth_0_1_2.wav,0.12769807683985948,0.03549194357866251,0.9939833474682264,25.50446646788788,36.90440435621095,0.570756689523467,CHECK,REG,ML Test · Phone-safe,False,38.434715270996094,,,
air_booth_0_1_3.wav,0.13148948497626547,0.06610480831989596,0.9955147282459937,25.77329078424225,38.2790747289697,4.990943657817812,CHECK,REG,ML Test · Phone-safe,False,43.592166900634766,,,
air_booth_1_0_1.wav,0.12603813355957388,0.01936772747475703,0.9824713631620097,24.49110663657055,34.540623149557575,0.1398680709375508,CHECK,REG,ML Test · Phone-safe,False,37.39226150512695,,,
air_booth_1_0_2.wav,0.13555321051168864,0.04596559902967351,0.9967160650860746,25.371168411822506,36.390648596143905,0.9752188377590487,CHECK,REG,ML Test · Phone-safe,False,39.631439208984375,,,
air_booth_1_0_3.wav,0.13910752213307823,0.08587942149916071,0.9972214256279424,23.34948284237797,34.74784766126735,4.56988188921359,CHECK,REG,ML Test · Phone-safe,False,45.85728454589844,,,
air_booth_1_1_1.wav,0.12361568157755747,0.017486371651688502,0.975143066072088,25.98617120158748,36.60671428874808,218.12807461344974,OK,REG,ML Test · Phone-safe,False,36.684574127197266,,,
